,alg,partitions,truth,covered,matching,mean_coverage,min_coverage,max_coverage,mean_distance,min_distance,max_distance,f1_score,f1_std,label,,seeds,threshold,min_community_size,density_threshold,affinity_threshold,closeness_threshold,epsilon,min_com_size,d_threshold,cp_threshold,level,k,t_in,alpha,overlap_threshold,min_bel_degree,threshold_bel_degree,weightName,weight,resolution,randomize,initial_membership,weights,node_sizes,resolution_parameter,population,generation,r,head_tail_ratio,weight_threshold,flags
873,dpclus_119,21,17,1.2352941176470589,higher,0.2705026455026455,0.08333333333333333,1.0,0.43874458874458877,0.16666666666666666,1.0,0.27717948717948715,0.1342395241187723,overlapping,,,,,,,,,,0.7000000000000001,0.6,,,,,,,,,,,,,,,,,,,,,
874,dpclus_120,21,17,1.2352941176470589,higher,0.2705026455026455,0.08333333333333333,1.0,0.43874458874458877,0.16666666666666666,1.0,0.27717948717948715,0.1342395241187723,overlapping,,,,,,,,,,0.7000000000000001,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,
875,dpclus_121,21,17,1.2352941176470589,higher,0.2705026455026455,0.08333333333333333,1.0,0.43874458874458877,0.16666666666666666,1.0,0.27717948717948715,0.1342395241187723,overlapping,,,,,,,,,,0.7000000000000001,0.8,,,,,,,,,,,,,,,,,,,,,
876,dpclus_122,21,17,1.2352941176470589,higher,0.2705026455026455,0.08333333333333333,1.0,0.43874458874458877,0.16666666666666666,1.0,0.27717948717948715,0.1342395241187723,overlapping,,,,,,,,,,0.7000000000000001,0.9,,,,,,,,,,,,,,,,,,,,,
877,dpclus_123,21,17,1.2352941176470589,higher,0.2705026455026455,0.08333333333333333,1.0,0.43874458874458877,0.16666666666666666,1.0,0.27717948717948715,0.1342395241187723,overlapping,,,,,,,,,,0.7000000000000001,1.0,,,,,,,,,,,,,,,,,,,,,
764,dpclus_10,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.1,,,,,,,,,,,,,,,,,,,,,
765,dpclus_11,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
766,dpclus_12,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
767,dpclus_13,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
768,dpclus_14,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
769,dpclus_15,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.6,,,,,,,,,,,,,,,,,,,,,
770,dpclus_16,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
771,dpclus_17,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
772,dpclus_18,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.1,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
783,dpclus_29,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.1,,,,,,,,,,,,,,,,,,,,,
784,dpclus_30,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
785,dpclus_31,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
786,dpclus_32,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
787,dpclus_33,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
788,dpclus_34,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.6,,,,,,,,,,,,,,,,,,,,,
789,dpclus_35,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
790,dpclus_36,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
791,dpclus_37,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.2,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
802,dpclus_48,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.1,,,,,,,,,,,,,,,,,,,,,
803,dpclus_49,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
804,dpclus_50,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
805,dpclus_51,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
806,dpclus_52,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
807,dpclus_53,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.6,,,,,,,,,,,,,,,,,,,,,
808,dpclus_54,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
809,dpclus_55,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
810,dpclus_56,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.30000000000000004,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
821,dpclus_67,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.1,,,,,,,,,,,,,,,,,,,,,
822,dpclus_68,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
823,dpclus_69,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
824,dpclus_70,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
825,dpclus_71,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
826,dpclus_72,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.6,,,,,,,,,,,,,,,,,,,,,
827,dpclus_73,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
828,dpclus_74,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
829,dpclus_75,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.4,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
840,dpclus_86,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.1,,,,,,,,,,,,,,,,,,,,,
841,dpclus_87,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
842,dpclus_88,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
843,dpclus_89,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
844,dpclus_90,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
845,dpclus_91,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.6,,,,,,,,,,,,,,,,,,,,,
846,dpclus_92,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
847,dpclus_93,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
848,dpclus_94,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.5,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
859,dpclus_105,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.1,,,,,,,,,,,,,,,,,,,,,
860,dpclus_106,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
861,dpclus_107,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
862,dpclus_108,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
863,dpclus_109,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
864,dpclus_110,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.6,,,,,,,,,,,,,,,,,,,,,
865,dpclus_111,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
866,dpclus_112,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
867,dpclus_113,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.6,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
878,dpclus_124,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.1,,,,,,,,,,,,,,,,,,,,,
879,dpclus_125,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
880,dpclus_126,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
881,dpclus_127,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
882,dpclus_128,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
883,dpclus_129,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.6,,,,,,,,,,,,,,,,,,,,,
884,dpclus_130,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
885,dpclus_131,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
886,dpclus_132,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.7000000000000001,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
897,dpclus_143,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.1,,,,,,,,,,,,,,,,,,,,,
898,dpclus_144,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
899,dpclus_145,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
900,dpclus_146,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
901,dpclus_147,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
902,dpclus_148,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.6,,,,,,,,,,,,,,,,,,,,,
903,dpclus_149,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
904,dpclus_150,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
905,dpclus_151,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.8,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
916,dpclus_162,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.1,,,,,,,,,,,,,,,,,,,,,
917,dpclus_163,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
918,dpclus_164,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
919,dpclus_165,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
920,dpclus_166,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
921,dpclus_167,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.6,,,,,,,,,,,,,,,,,,,,,
922,dpclus_168,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
923,dpclus_169,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
924,dpclus_170,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,0.9,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
935,dpclus_181,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.1,,,,,,,,,,,,,,,,,,,,,
936,dpclus_182,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.2000000000000002,,,,,,,,,,,,,,,,,,,,,
937,dpclus_183,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.3000000000000003,,,,,,,,,,,,,,,,,,,,,
938,dpclus_184,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.4000000000000001,,,,,,,,,,,,,,,,,,,,,
939,dpclus_185,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.5000000000000002,,,,,,,,,,,,,,,,,,,,,
940,dpclus_186,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.6,,,,,,,,,,,,,,,,,,,,,
941,dpclus_187,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.7000000000000002,,,,,,,,,,,,,,,,,,,,,
942,dpclus_188,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.8000000000000003,,,,,,,,,,,,,,,,,,,,,
943,dpclus_189,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.0,1.9000000000000001,,,,,,,,,,,,,,,,,,,,,
944,dpclus_190,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.1,,,,,,,,,,,,,,,,,,,,,
945,dpclus_191,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.2,,,,,,,,,,,,,,,,,,,,,
946,dpclus_192,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,
947,dpclus_193,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.4,,,,,,,,,,,,,,,,,,,,,
948,dpclus_194,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.5,,,,,,,,,,,,,,,,,,,,,
949,dpclus_195,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.6,,,,,,,,,,,,,,,,,,,,,
950,dpclus_196,28,17,1.6470588235294117,higher,0.2181547619047619,0.08333333333333333,0.5,0.4363095238095238,0.16666666666666666,1.0,0.27634615384615385,0.14751830194346746,overlapping,,,,,,,,,,1.1,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,
