,concept:name,org:resource,time:timestamp,Activity,Resource,lifecycle:transition,eventId,case:concept:name
325,drink,0,2020-03-24 21:12:00+00:00,drink,0,complete,325,case_id
326,cook_and_eat_BP,0,2020-03-24 21:12:00+00:00,cook_and_eat_BP,0,start,326,case_id
327,cook_and_eat_BP,0,2020-03-24 21:29:00+00:00,cook_and_eat_BP,0,complete,327,case_id
328,relax_BP,0,2020-03-24 21:30:00+00:00,relax_BP,0,start,328,case_id
329,relax_BP,0,2020-03-24 21:40:00+00:00,relax_BP,0,complete,329,case_id
330,cook_and_eat_BP,0,2020-03-24 21:40:00+00:00,cook_and_eat_BP,0,start,330,case_id
331,cook_and_eat_BP,0,2020-03-24 21:40:00+00:00,cook_and_eat_BP,0,complete,331,case_id
332,wc,0,2020-03-24 21:40:00+00:00,wc,0,start,332,case_id
333,wc,0,2020-03-24 21:44:00+00:00,wc,0,complete,333,case_id
334,relax_BP,0,2020-03-24 21:44:00+00:00,relax_BP,0,start,334,case_id
335,relax_BP,0,2020-03-24 22:24:00+00:00,relax_BP,0,complete,335,case_id
336,drink,0,2020-03-24 22:24:00+00:00,drink,0,start,336,case_id
337,drink,0,2020-03-24 22:26:00+00:00,drink,0,complete,337,case_id
338,relax_BP,0,2020-03-24 22:26:00+00:00,relax_BP,0,start,338,case_id
339,relax_BP,0,2020-03-24 22:43:00+00:00,relax_BP,0,complete,339,case_id
340,sleeping_BP,0,2020-03-24 22:43:00+00:00,sleeping_BP,0,start,340,case_id
341,sleeping_BP,0,2020-03-24 23:15:00+00:00,sleeping_BP,0,complete,341,case_id
342,wc,0,2020-03-25 04:31:00+00:00,wc,0,start,342,case_id
343,wc,0,2020-03-25 04:41:00+00:00,wc,0,complete,343,case_id
344,sleeping_BP,0,2020-03-25 04:41:00+00:00,sleeping_BP,0,complete,344,case_id
345,work_BP,0,2020-03-25 08:21:00+00:00,work_BP,0,start,345,case_id
346,work_BP,0,2020-03-25 18:40:00+00:00,work_BP,0,complete,346,case_id
347,drink,0,2020-03-25 18:40:00+00:00,drink,0,start,347,case_id
348,drink,0,2020-03-25 18:53:00+00:00,drink,0,complete,348,case_id
349,sleeping_BP,0,2020-03-25 18:53:00+00:00,sleeping_BP,0,complete,349,case_id
350,wc,0,2020-03-26 01:17:00+00:00,wc,0,start,350,case_id
351,wc,0,2020-03-26 01:26:00+00:00,wc,0,complete,351,case_id
352,use_computer,0,2020-03-26 01:26:00+00:00,use_computer,0,start,352,case_id
353,use_computer,0,2020-03-26 03:02:00+00:00,use_computer,0,complete,353,case_id
354,cook_and_eat_BP,0,2020-03-26 03:02:00+00:00,cook_and_eat_BP,0,start,354,case_id
355,cook_and_eat_BP,0,2020-03-26 03:04:00+00:00,cook_and_eat_BP,0,complete,355,case_id
356,someone_at_entrace,0,2020-03-26 04:13:00+00:00,someone_at_entrace,0,start,356,case_id
357,someone_at_entrace,0,2020-03-26 04:17:00+00:00,someone_at_entrace,0,complete,357,case_id
358,cook_and_eat_BP,0,2020-03-26 04:17:00+00:00,cook_and_eat_BP,0,start,358,case_id
359,cook_and_eat_BP,0,2020-03-26 04:25:00+00:00,cook_and_eat_BP,0,complete,359,case_id
360,sleeping_BP,0,2020-03-26 04:26:00+00:00,sleeping_BP,0,start,360,case_id
361,sleeping_BP,0,2020-03-26 05:59:00+00:00,sleeping_BP,0,complete,361,case_id
362,drink,0,2020-03-26 05:59:00+00:00,drink,0,start,362,case_id
363,drink,0,2020-03-26 06:02:00+00:00,drink,0,complete,363,case_id
364,shop,0,2020-03-26 06:02:00+00:00,shop,0,start,364,case_id
365,shop,0,2020-03-26 07:13:00+00:00,shop,0,complete,365,case_id
366,cook_and_eat_BP,0,2020-03-26 07:13:00+00:00,cook_and_eat_BP,0,start,366,case_id
367,cook_and_eat_BP,0,2020-03-26 07:13:00+00:00,cook_and_eat_BP,0,complete,367,case_id
368,drink,0,2020-03-26 07:13:00+00:00,drink,0,start,368,case_id
369,drink,0,2020-03-26 07:15:00+00:00,drink,0,complete,369,case_id
370,relax_BP,0,2020-03-26 07:15:00+00:00,relax_BP,0,start,370,case_id
371,relax_BP,0,2020-03-26 08:00:00+00:00,relax_BP,0,complete,371,case_id
372,work_BP,0,2020-03-26 08:15:00+00:00,work_BP,0,start,372,case_id
373,work_BP,0,2020-03-26 18:33:00+00:00,work_BP,0,complete,373,case_id
374,drink,0,2020-03-26 18:33:00+00:00,drink,0,start,374,case_id
375,drink,0,2020-03-26 18:46:00+00:00,drink,0,complete,375,case_id
376,use_computer,0,2020-03-26 18:46:00+00:00,use_computer,0,start,376,case_id
377,use_computer,0,2020-03-26 20:32:00+00:00,use_computer,0,complete,377,case_id
378,someone_at_entrace,0,2020-03-26 20:32:00+00:00,someone_at_entrace,0,start,378,case_id
379,someone_at_entrace,0,2020-03-26 20:35:00+00:00,someone_at_entrace,0,complete,379,case_id
380,cook_and_eat_BP,0,2020-03-26 20:35:00+00:00,cook_and_eat_BP,0,start,380,case_id
381,cook_and_eat_BP,0,2020-03-26 20:37:00+00:00,cook_and_eat_BP,0,complete,381,case_id
382,drink,0,2020-03-26 21:29:00+00:00,drink,0,start,382,case_id
383,drink,0,2020-03-26 21:33:00+00:00,drink,0,complete,383,case_id
384,cook_and_eat_BP,0,2020-03-26 21:33:00+00:00,cook_and_eat_BP,0,complete,384,case_id
385,wc,0,2020-03-26 21:54:00+00:00,wc,0,start,385,case_id
386,wc,0,2020-03-26 22:01:00+00:00,wc,0,complete,386,case_id
387,cook_and_eat_BP,0,2020-03-26 22:02:00+00:00,cook_and_eat_BP,0,start,387,case_id
388,cook_and_eat_BP,0,2020-03-26 22:05:00+00:00,cook_and_eat_BP,0,complete,388,case_id
389,relax_BP,0,2020-03-26 22:05:00+00:00,relax_BP,0,start,389,case_id
390,relax_BP,0,2020-03-26 22:08:00+00:00,relax_BP,0,complete,390,case_id
391,wc,0,2020-03-26 22:08:00+00:00,wc,0,start,391,case_id
392,wc,0,2020-03-26 22:09:00+00:00,wc,0,complete,392,case_id
393,relax_BP,0,2020-03-26 22:09:00+00:00,relax_BP,0,start,393,case_id
394,relax_BP,0,2020-03-26 22:34:00+00:00,relax_BP,0,complete,394,case_id
395,drink,0,2020-03-26 22:34:00+00:00,drink,0,start,395,case_id
396,drink,0,2020-03-26 22:36:00+00:00,drink,0,complete,396,case_id
397,relax_BP,0,2020-03-26 22:36:00+00:00,relax_BP,0,start,397,case_id
398,relax_BP,0,2020-03-26 22:56:00+00:00,relax_BP,0,complete,398,case_id
399,sleeping_BP,0,2020-03-26 22:56:00+00:00,sleeping_BP,0,start,399,case_id
400,sleeping_BP,0,2020-03-26 23:35:00+00:00,sleeping_BP,0,complete,400,case_id
401,wc,0,2020-03-27 04:51:00+00:00,wc,0,start,401,case_id
402,wc,0,2020-03-27 05:01:00+00:00,wc,0,complete,402,case_id
403,sleeping_BP,0,2020-03-27 05:01:00+00:00,sleeping_BP,0,complete,403,case_id
404,work_BP,0,2020-03-27 08:21:00+00:00,work_BP,0,start,404,case_id
405,work_BP,0,2020-03-27 18:40:00+00:00,work_BP,0,complete,405,case_id
406,drink,0,2020-03-27 18:40:00+00:00,drink,0,start,406,case_id
407,drink,0,2020-03-27 18:52:00+00:00,drink,0,complete,407,case_id
408,sleeping_BP,0,2020-03-27 18:52:00+00:00,sleeping_BP,0,start,408,case_id
409,sleeping_BP,0,2020-03-27 18:53:00+00:00,sleeping_BP,0,complete,409,case_id
410,wc,0,2020-03-28 01:29:00+00:00,wc,0,start,410,case_id
411,wc,0,2020-03-28 01:38:00+00:00,wc,0,complete,411,case_id
412,use_computer,0,2020-03-28 01:38:00+00:00,use_computer,0,start,412,case_id
413,use_computer,0,2020-03-28 03:14:00+00:00,use_computer,0,complete,413,case_id
414,cook_and_eat_BP,0,2020-03-28 03:14:00+00:00,cook_and_eat_BP,0,start,414,case_id
415,cook_and_eat_BP,0,2020-03-28 03:17:00+00:00,cook_and_eat_BP,0,complete,415,case_id
416,someone_at_entrace,0,2020-03-28 04:25:00+00:00,someone_at_entrace,0,start,416,case_id
417,someone_at_entrace,0,2020-03-28 04:27:00+00:00,someone_at_entrace,0,complete,417,case_id
418,cook_and_eat_BP,0,2020-03-28 04:27:00+00:00,cook_and_eat_BP,0,start,418,case_id
419,cook_and_eat_BP,0,2020-03-28 04:37:00+00:00,cook_and_eat_BP,0,complete,419,case_id
420,drink,0,2020-03-28 04:37:00+00:00,drink,0,start,420,case_id
421,drink,0,2020-03-28 04:40:00+00:00,drink,0,complete,421,case_id
422,sleeping_BP,0,2020-03-28 04:40:00+00:00,sleeping_BP,0,start,422,case_id
423,sleeping_BP,0,2020-03-28 06:43:00+00:00,sleeping_BP,0,complete,423,case_id
424,relax_BP,0,2020-03-28 06:43:00+00:00,relax_BP,0,start,424,case_id
425,relax_BP,0,2020-03-28 07:05:00+00:00,relax_BP,0,complete,425,case_id
426,wc,0,2020-03-28 07:05:00+00:00,wc,0,start,426,case_id
427,wc,0,2020-03-28 07:09:00+00:00,wc,0,complete,427,case_id
428,relax_BP,0,2020-03-28 07:09:00+00:00,relax_BP,0,start,428,case_id
429,relax_BP,0,2020-03-28 07:32:00+00:00,relax_BP,0,complete,429,case_id
430,exercise,0,2020-03-28 07:32:00+00:00,exercise,0,start,430,case_id
431,exercise,0,2020-03-28 08:08:00+00:00,exercise,0,complete,431,case_id
432,drink,0,2020-03-28 08:08:00+00:00,drink,0,start,432,case_id
433,drink,0,2020-03-28 08:10:00+00:00,drink,0,complete,433,case_id
434,relax_BP,0,2020-03-28 08:10:00+00:00,relax_BP,0,start,434,case_id
435,relax_BP,0,2020-03-28 09:34:00+00:00,relax_BP,0,complete,435,case_id
436,drink,0,2020-03-28 09:34:00+00:00,drink,0,start,436,case_id
437,drink,0,2020-03-28 09:36:00+00:00,drink,0,complete,437,case_id
438,relax_BP,0,2020-03-28 09:36:00+00:00,relax_BP,0,start,438,case_id
439,relax_BP,0,2020-03-28 10:53:00+00:00,relax_BP,0,complete,439,case_id
440,drink,0,2020-03-28 10:53:00+00:00,drink,0,start,440,case_id
441,drink,0,2020-03-28 10:55:00+00:00,drink,0,complete,441,case_id
442,relax_BP,0,2020-03-28 10:55:00+00:00,relax_BP,0,start,442,case_id
443,relax_BP,0,2020-03-28 11:56:00+00:00,relax_BP,0,complete,443,case_id
444,use_computer,0,2020-03-28 11:56:00+00:00,use_computer,0,start,444,case_id
445,use_computer,0,2020-03-28 11:56:00+00:00,use_computer,0,complete,445,case_id
446,drink,0,2020-03-28 12:50:00+00:00,drink,0,start,446,case_id
447,drink,0,2020-03-28 12:52:00+00:00,drink,0,complete,447,case_id
448,use_computer,0,2020-03-28 12:52:00+00:00,use_computer,0,start,448,case_id
449,use_computer,0,2020-03-28 12:53:00+00:00,use_computer,0,complete,449,case_id
450,someone_at_entrace,0,2020-03-28 13:06:00+00:00,someone_at_entrace,0,start,450,case_id
451,someone_at_entrace,0,2020-03-28 13:09:00+00:00,someone_at_entrace,0,complete,451,case_id
452,use_computer,0,2020-03-28 13:09:00+00:00,use_computer,0,start,452,case_id
453,use_computer,0,2020-03-28 14:11:00+00:00,use_computer,0,complete,453,case_id
454,wc,0,2020-03-28 14:11:00+00:00,wc,0,start,454,case_id
455,wc,0,2020-03-28 14:17:00+00:00,wc,0,complete,455,case_id
456,cook_and_eat_BP,0,2020-03-28 14:17:00+00:00,cook_and_eat_BP,0,start,456,case_id
457,cook_and_eat_BP,0,2020-03-28 14:57:00+00:00,cook_and_eat_BP,0,complete,457,case_id
458,drink,0,2020-03-28 14:58:00+00:00,drink,0,start,458,case_id
459,drink,0,2020-03-28 15:01:00+00:00,drink,0,complete,459,case_id
460,cook_and_eat_BP,0,2020-03-28 15:01:00+00:00,cook_and_eat_BP,0,complete,460,case_id
461,relax_BP,0,2020-03-28 15:01:00+00:00,relax_BP,0,start,461,case_id
462,relax_BP,0,2020-03-28 16:30:00+00:00,relax_BP,0,complete,462,case_id
463,drink,0,2020-03-28 16:30:00+00:00,drink,0,start,463,case_id
464,drink,0,2020-03-28 16:32:00+00:00,drink,0,complete,464,case_id
465,relax_BP,0,2020-03-28 16:32:00+00:00,relax_BP,0,start,465,case_id
466,relax_BP,0,2020-03-28 18:19:00+00:00,relax_BP,0,complete,466,case_id
467,drink,0,2020-03-28 18:19:00+00:00,drink,0,start,467,case_id
468,drink,0,2020-03-28 18:22:00+00:00,drink,0,complete,468,case_id
469,relax_BP,0,2020-03-28 18:22:00+00:00,relax_BP,0,start,469,case_id
470,relax_BP,0,2020-03-28 18:40:00+00:00,relax_BP,0,complete,470,case_id
471,wc,0,2020-03-28 18:40:00+00:00,wc,0,start,471,case_id
472,wc,0,2020-03-28 18:45:00+00:00,wc,0,complete,472,case_id
473,relax_BP,0,2020-03-28 18:45:00+00:00,relax_BP,0,start,473,case_id
474,relax_BP,0,2020-03-28 20:01:00+00:00,relax_BP,0,complete,474,case_id
475,drink,0,2020-03-28 20:01:00+00:00,drink,0,start,475,case_id
476,drink,0,2020-03-28 20:03:00+00:00,drink,0,complete,476,case_id
477,use_computer,0,2020-03-28 20:03:00+00:00,use_computer,0,start,477,case_id
478,use_computer,0,2020-03-28 21:10:00+00:00,use_computer,0,complete,478,case_id
479,cook_and_eat_BP,0,2020-03-28 21:10:00+00:00,cook_and_eat_BP,0,start,479,case_id
480,cook_and_eat_BP,0,2020-03-28 21:49:00+00:00,cook_and_eat_BP,0,complete,480,case_id
481,drink,0,2020-03-28 21:50:00+00:00,drink,0,start,481,case_id
482,drink,0,2020-03-28 21:53:00+00:00,drink,0,complete,482,case_id
483,cook_and_eat_BP,0,2020-03-28 21:53:00+00:00,cook_and_eat_BP,0,complete,483,case_id
484,wash_dishes_BP,0,2020-03-28 21:53:00+00:00,wash_dishes_BP,0,start,484,case_id
485,wash_dishes_BP,0,2020-03-28 21:54:00+00:00,wash_dishes_BP,0,complete,485,case_id
486,relax_BP,0,2020-03-28 21:54:00+00:00,relax_BP,0,start,486,case_id
487,relax_BP,0,2020-03-28 22:31:00+00:00,relax_BP,0,complete,487,case_id
488,wc,0,2020-03-28 22:31:00+00:00,wc,0,start,488,case_id
489,wc,0,2020-03-28 22:35:00+00:00,wc,0,complete,489,case_id
490,relax_BP,0,2020-03-28 22:35:00+00:00,relax_BP,0,start,490,case_id
491,relax_BP,0,2020-03-28 22:57:00+00:00,relax_BP,0,complete,491,case_id
492,sleeping_BP,0,2020-03-28 22:57:00+00:00,sleeping_BP,0,start,492,case_id
493,sleeping_BP,0,2020-03-28 23:26:00+00:00,sleeping_BP,0,complete,493,case_id
494,someone_at_entrace,0,2020-03-29 12:41:00+00:00,someone_at_entrace,0,start,494,case_id
495,someone_at_entrace,0,2020-03-29 12:44:00+00:00,someone_at_entrace,0,complete,495,case_id
496,drink,0,2020-03-29 12:44:00+00:00,drink,0,start,496,case_id
497,drink,0,2020-03-29 12:47:00+00:00,drink,0,complete,497,case_id
498,sleeping_BP,0,2020-03-29 12:47:00+00:00,sleeping_BP,0,start,498,case_id
499,sleeping_BP,0,2020-03-29 14:36:00+00:00,sleeping_BP,0,complete,499,case_id
500,relax_BP,0,2020-03-29 14:36:00+00:00,relax_BP,0,start,500,case_id
501,relax_BP,0,2020-03-29 14:36:00+00:00,relax_BP,0,complete,501,case_id
502,someone_at_entrace,0,2020-03-29 14:49:00+00:00,someone_at_entrace,0,start,502,case_id
503,someone_at_entrace,0,2020-03-29 14:52:00+00:00,someone_at_entrace,0,complete,503,case_id
504,relax_BP,0,2020-03-29 14:52:00+00:00,relax_BP,0,start,504,case_id
505,relax_BP,0,2020-03-29 15:25:00+00:00,relax_BP,0,complete,505,case_id
506,wc,0,2020-03-29 15:25:00+00:00,wc,0,start,506,case_id
507,wc,0,2020-03-29 15:30:00+00:00,wc,0,complete,507,case_id
508,relax_BP,0,2020-03-29 15:30:00+00:00,relax_BP,0,start,508,case_id
509,relax_BP,0,2020-03-29 15:47:00+00:00,relax_BP,0,complete,509,case_id
510,someone_at_entrace,0,2020-03-29 15:56:00+00:00,someone_at_entrace,0,start,510,case_id
511,someone_at_entrace,0,2020-03-29 16:00:00+00:00,someone_at_entrace,0,complete,511,case_id
512,relax_BP,0,2020-03-29 16:00:00+00:00,relax_BP,0,start,512,case_id
513,relax_BP,0,2020-03-29 16:16:00+00:00,relax_BP,0,complete,513,case_id
514,drink,0,2020-03-29 16:16:00+00:00,drink,0,start,514,case_id
515,drink,0,2020-03-29 16:18:00+00:00,drink,0,complete,515,case_id
516,relax_BP,0,2020-03-29 16:18:00+00:00,relax_BP,0,start,516,case_id
517,relax_BP,0,2020-03-29 18:09:00+00:00,relax_BP,0,complete,517,case_id
518,drink,0,2020-03-29 18:09:00+00:00,drink,0,start,518,case_id
519,drink,0,2020-03-29 18:11:00+00:00,drink,0,complete,519,case_id
520,relax_BP,0,2020-03-29 18:11:00+00:00,relax_BP,0,start,520,case_id
521,relax_BP,0,2020-03-29 18:57:00+00:00,relax_BP,0,complete,521,case_id
522,use_computer,0,2020-03-29 18:57:00+00:00,use_computer,0,start,522,case_id
523,use_computer,0,2020-03-29 18:57:00+00:00,use_computer,0,complete,523,case_id
524,drink,0,2020-03-29 20:35:00+00:00,drink,0,start,524,case_id
525,drink,0,2020-03-29 20:38:00+00:00,drink,0,complete,525,case_id
526,use_computer,0,2020-03-29 20:38:00+00:00,use_computer,0,start,526,case_id
527,use_computer,0,2020-03-29 21:01:00+00:00,use_computer,0,complete,527,case_id
528,cook_and_eat_BP,0,2020-03-29 21:01:00+00:00,cook_and_eat_BP,0,start,528,case_id
529,cook_and_eat_BP,0,2020-03-29 21:56:00+00:00,cook_and_eat_BP,0,complete,529,case_id
530,drink,0,2020-03-29 21:56:00+00:00,drink,0,start,530,case_id
531,drink,0,2020-03-29 21:59:00+00:00,drink,0,complete,531,case_id
532,wc,0,2020-03-29 21:59:00+00:00,wc,0,start,532,case_id
533,wc,0,2020-03-29 22:04:00+00:00,wc,0,complete,533,case_id
534,relax_BP,0,2020-03-29 22:04:00+00:00,relax_BP,0,start,534,case_id
535,relax_BP,0,2020-03-29 23:23:00+00:00,relax_BP,0,complete,535,case_id
536,drink,0,2020-03-29 23:23:00+00:00,drink,0,start,536,case_id
537,drink,0,2020-03-29 23:25:00+00:00,drink,0,complete,537,case_id
538,relax_BP,0,2020-03-29 23:25:00+00:00,relax_BP,0,start,538,case_id
539,relax_BP,0,2020-03-30 00:04:00+00:00,relax_BP,0,complete,539,case_id
540,sleeping_BP,0,2020-03-30 00:04:00+00:00,sleeping_BP,0,start,540,case_id
541,sleeping_BP,0,2020-03-30 00:45:00+00:00,sleeping_BP,0,complete,541,case_id
542,work_BP,0,2020-03-30 08:14:00+00:00,work_BP,0,start,542,case_id
543,work_BP,0,2020-03-30 18:33:00+00:00,work_BP,0,complete,543,case_id
544,drink,0,2020-03-30 18:33:00+00:00,drink,0,start,544,case_id
545,drink,0,2020-03-30 18:46:00+00:00,drink,0,complete,545,case_id
546,use_computer,0,2020-03-30 18:46:00+00:00,use_computer,0,start,546,case_id
547,use_computer,0,2020-03-30 20:55:00+00:00,use_computer,0,complete,547,case_id
548,cook_and_eat_BP,0,2020-03-30 20:55:00+00:00,cook_and_eat_BP,0,start,548,case_id
549,cook_and_eat_BP,0,2020-03-30 20:58:00+00:00,cook_and_eat_BP,0,complete,549,case_id
550,drink,0,2020-03-30 21:47:00+00:00,drink,0,start,550,case_id
551,drink,0,2020-03-30 21:51:00+00:00,drink,0,complete,551,case_id
552,cook_and_eat_BP,0,2020-03-30 21:51:00+00:00,cook_and_eat_BP,0,complete,552,case_id
553,wc,0,2020-03-30 22:22:00+00:00,wc,0,start,553,case_id
554,wc,0,2020-03-30 22:30:00+00:00,wc,0,complete,554,case_id
555,sleeping_BP,0,2020-03-30 22:30:00+00:00,sleeping_BP,0,start,555,case_id
556,sleeping_BP,0,2020-03-31 00:13:00+00:00,sleeping_BP,0,complete,556,case_id
557,cook_and_eat_BP,0,2020-03-31 00:13:00+00:00,cook_and_eat_BP,0,start,557,case_id
558,cook_and_eat_BP,0,2020-03-31 00:20:00+00:00,cook_and_eat_BP,0,complete,558,case_id
559,drink,0,2020-03-31 00:20:00+00:00,drink,0,start,559,case_id
560,drink,0,2020-03-31 00:22:00+00:00,drink,0,complete,560,case_id
561,relax_BP,0,2020-03-31 00:22:00+00:00,relax_BP,0,start,561,case_id
562,relax_BP,0,2020-03-31 00:37:00+00:00,relax_BP,0,complete,562,case_id
563,wc,0,2020-03-31 00:37:00+00:00,wc,0,start,563,case_id
564,wc,0,2020-03-31 00:42:00+00:00,wc,0,complete,564,case_id
565,relax_BP,0,2020-03-31 00:42:00+00:00,relax_BP,0,start,565,case_id
566,relax_BP,0,2020-03-31 01:40:00+00:00,relax_BP,0,complete,566,case_id
567,drink,0,2020-03-31 01:40:00+00:00,drink,0,start,567,case_id
568,drink,0,2020-03-31 01:42:00+00:00,drink,0,complete,568,case_id
569,relax_BP,0,2020-03-31 01:42:00+00:00,relax_BP,0,start,569,case_id
570,relax_BP,0,2020-03-31 02:46:00+00:00,relax_BP,0,complete,570,case_id
571,wc,0,2020-03-31 02:46:00+00:00,wc,0,start,571,case_id
572,wc,0,2020-03-31 02:50:00+00:00,wc,0,complete,572,case_id
573,relax_BP,0,2020-03-31 02:50:00+00:00,relax_BP,0,start,573,case_id
574,relax_BP,0,2020-03-31 03:15:00+00:00,relax_BP,0,complete,574,case_id
575,drink,0,2020-03-31 03:15:00+00:00,drink,0,start,575,case_id
576,drink,0,2020-03-31 03:18:00+00:00,drink,0,complete,576,case_id
577,relax_BP,0,2020-03-31 03:18:00+00:00,relax_BP,0,start,577,case_id
578,relax_BP,0,2020-03-31 03:37:00+00:00,relax_BP,0,complete,578,case_id
579,use_computer,0,2020-03-31 03:37:00+00:00,use_computer,0,start,579,case_id
580,use_computer,0,2020-03-31 03:37:00+00:00,use_computer,0,complete,580,case_id
581,drink,0,2020-03-31 05:22:00+00:00,drink,0,start,581,case_id
582,drink,0,2020-03-31 05:24:00+00:00,drink,0,complete,582,case_id
583,use_computer,0,2020-03-31 05:24:00+00:00,use_computer,0,start,583,case_id
584,use_computer,0,2020-03-31 05:29:00+00:00,use_computer,0,complete,584,case_id
585,wc,0,2020-03-31 05:29:00+00:00,wc,0,start,585,case_id
586,wc,0,2020-03-31 05:34:00+00:00,wc,0,complete,586,case_id
587,cook_and_eat_BP,0,2020-03-31 05:34:00+00:00,cook_and_eat_BP,0,start,587,case_id
588,cook_and_eat_BP,0,2020-03-31 06:11:00+00:00,cook_and_eat_BP,0,complete,588,case_id
589,drink,0,2020-03-31 06:11:00+00:00,drink,0,start,589,case_id
590,drink,0,2020-03-31 06:13:00+00:00,drink,0,complete,590,case_id
591,relax_BP,0,2020-03-31 06:13:00+00:00,relax_BP,0,start,591,case_id
592,relax_BP,0,2020-03-31 07:32:00+00:00,relax_BP,0,complete,592,case_id
593,drink,0,2020-03-31 07:32:00+00:00,drink,0,start,593,case_id
594,drink,0,2020-03-31 07:34:00+00:00,drink,0,complete,594,case_id
595,wc,0,2020-03-31 07:34:00+00:00,wc,0,start,595,case_id
596,wc,0,2020-03-31 07:38:00+00:00,wc,0,complete,596,case_id
597,relax_BP,0,2020-03-31 07:38:00+00:00,relax_BP,0,start,597,case_id
598,relax_BP,0,2020-03-31 08:12:00+00:00,relax_BP,0,complete,598,case_id
599,work_BP,0,2020-03-31 08:12:00+00:00,work_BP,0,start,599,case_id
600,work_BP,0,2020-03-31 18:30:00+00:00,work_BP,0,complete,600,case_id
601,drink,0,2020-03-31 18:30:00+00:00,drink,0,start,601,case_id
602,drink,0,2020-03-31 18:42:00+00:00,drink,0,complete,602,case_id
603,use_computer,0,2020-03-31 18:42:00+00:00,use_computer,0,start,603,case_id
604,use_computer,0,2020-03-31 20:08:00+00:00,use_computer,0,complete,604,case_id
605,someone_at_entrace,0,2020-03-31 20:08:00+00:00,someone_at_entrace,0,start,605,case_id
606,someone_at_entrace,0,2020-03-31 20:10:00+00:00,someone_at_entrace,0,complete,606,case_id
607,cook_and_eat_BP,0,2020-03-31 20:10:00+00:00,cook_and_eat_BP,0,start,607,case_id
608,cook_and_eat_BP,0,2020-03-31 20:13:00+00:00,cook_and_eat_BP,0,complete,608,case_id
609,drink,0,2020-03-31 21:08:00+00:00,drink,0,start,609,case_id
610,drink,0,2020-03-31 21:12:00+00:00,drink,0,complete,610,case_id
611,cook_and_eat_BP,0,2020-03-31 21:12:00+00:00,cook_and_eat_BP,0,start,611,case_id
612,cook_and_eat_BP,0,2020-03-31 21:31:00+00:00,cook_and_eat_BP,0,complete,612,case_id
613,wc,0,2020-03-31 21:32:00+00:00,wc,0,start,613,case_id
614,wc,0,2020-03-31 21:39:00+00:00,wc,0,complete,614,case_id
615,sleeping_BP,0,2020-03-31 21:39:00+00:00,sleeping_BP,0,start,615,case_id
616,sleeping_BP,0,2020-03-31 22:06:00+00:00,sleeping_BP,0,complete,616,case_id
617,wc,0,2020-04-01 07:40:00+00:00,wc,0,start,617,case_id
618,wc,0,2020-04-01 07:50:00+00:00,wc,0,complete,618,case_id
619,sleeping_BP,0,2020-04-01 07:51:00+00:00,sleeping_BP,0,complete,619,case_id
620,work_BP,0,2020-04-01 08:26:00+00:00,work_BP,0,start,620,case_id
621,work_BP,0,2020-04-01 18:45:00+00:00,work_BP,0,complete,621,case_id
622,drink,0,2020-04-01 18:45:00+00:00,drink,0,start,622,case_id
623,drink,0,2020-04-01 18:58:00+00:00,drink,0,complete,623,case_id
624,sleeping_BP,0,2020-04-01 18:58:00+00:00,sleeping_BP,0,complete,624,case_id
625,wc,0,2020-04-02 01:34:00+00:00,wc,0,start,625,case_id
626,wc,0,2020-04-02 01:41:00+00:00,wc,0,complete,626,case_id
627,cook_and_eat_BP,0,2020-04-02 01:41:00+00:00,cook_and_eat_BP,0,start,627,case_id
628,cook_and_eat_BP,0,2020-04-02 01:42:00+00:00,cook_and_eat_BP,0,complete,628,case_id
629,sleeping_BP,0,2020-04-02 01:42:00+00:00,sleeping_BP,0,start,629,case_id
630,sleeping_BP,0,2020-04-02 06:58:00+00:00,sleeping_BP,0,complete,630,case_id
631,use_computer,0,2020-04-02 06:58:00+00:00,use_computer,0,start,631,case_id
632,use_computer,0,2020-04-02 06:59:00+00:00,use_computer,0,complete,632,case_id
633,work_BP,0,2020-04-02 08:23:00+00:00,work_BP,0,start,633,case_id
634,work_BP,0,2020-04-02 18:43:00+00:00,work_BP,0,complete,634,case_id
635,drink,0,2020-04-02 18:43:00+00:00,drink,0,start,635,case_id
636,drink,0,2020-04-02 18:43:00+00:00,drink,0,complete,636,case_id
637,use_computer,0,2020-04-02 18:55:00+00:00,use_computer,0,start,637,case_id
638,use_computer,0,2020-04-02 19:29:00+00:00,use_computer,0,complete,638,case_id
639,cook_and_eat_BP,0,2020-04-02 19:29:00+00:00,cook_and_eat_BP,0,start,639,case_id
640,cook_and_eat_BP,0,2020-04-02 19:32:00+00:00,cook_and_eat_BP,0,complete,640,case_id
641,drink,0,2020-04-02 20:22:00+00:00,drink,0,start,641,case_id
642,drink,0,2020-04-02 20:23:00+00:00,drink,0,complete,642,case_id
643,cook_and_eat_BP,0,2020-04-02 20:23:00+00:00,cook_and_eat_BP,0,complete,643,case_id
644,drink,0,2020-04-02 21:11:00+00:00,drink,0,start,644,case_id
645,drink,0,2020-04-02 21:11:00+00:00,drink,0,complete,645,case_id
646,cook_and_eat_BP,0,2020-04-02 21:16:00+00:00,cook_and_eat_BP,0,complete,646,case_id
647,drink,0,2020-04-02 21:47:00+00:00,drink,0,start,647,case_id
648,drink,0,2020-04-02 21:47:00+00:00,drink,0,complete,648,case_id
